"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_7234","","hypothetical protein","76","2","0","151","100.0","98.69281045751634","inf","3.3676830424951353e-59","3.742506165124844e-55","1.2475020550416147e-55","1","1","0","1.0","1.0"
"group_6159","","hypothetical protein","76","2","0","151","100.0","98.69281045751634","inf","3.3676830424951353e-59","3.742506165124844e-55","1.2475020550416147e-55","1","1","0","1.0","1.0"
"group_2742","","hypothetical protein","76","2","0","151","100.0","98.69281045751634","inf","3.3676830424951353e-59","3.742506165124844e-55","1.2475020550416147e-55","1","1","0","1.0","1.0"
"group_9022","","Major facilitator superfamily (MFS) profile domain-containing protein;hypothetical protein","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allB","allB","allantoinase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allA","allA","ureidoglycolate hydrolase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_5417","","Carbamate kinase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_4765","","Apea-like HEPN domain-containing protein","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allD","allD","ureidoglycolate dehydrogenase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_3682","","Hydroxypyruvate isomerase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_3659","","(S)-ureidoglycine aminohydrolase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allH","allH","Oxamate carbamoyltransferase subunit AllH","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allR","allR","DNA-binding transcriptional repressor AllR","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"glxR","glxR","2-hydoxy-3-oxopropionate reductase GlxR","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allS","allS","DNA-binding transcriptional activator AllS","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_2501","","D-glycerate kinase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allC","allC","allantoate amidohydrolase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_2286","","DUF1116 domain-containing protein","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"ybbY","ybbY","Putative purine permease YbbY","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_2029","","Allantoin permease","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"allF","allF","Oxamate carbamoyltransferase subunit AllF","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_1585","","Glyoxylate carboligase","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_1488","","hypothetical protein","76","3","0","150","100.0","98.0392156862745","inf","8.868232011902719e-58","9.855266234827491e-54","4.284898362968474e-55","1","1","0","1.0","1.0"
"group_8995","","Universal stress protein;hypothetical protein","0","149","76","4","0.0","2.6143790849673203","0.0","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","0","1","1.0","1.0"
"group_10032","iprA","IprA winged helix-turn-helix domain-containing protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_8926","","hypothetical protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_6576","","STM0539 family protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_5770","","Metallo-beta-lactamase domain-containing protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"ybcI","ybcI","Inner membrane protein YbcI","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_4863","","O-antigen ligase family protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_4824","","polysaccharide biosynthesis tyrosine autokinase","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_3527","","DUF2145 domain-containing protein","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_2768","","Alginate lyase","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_2605","","glycosyltransferase","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_2200","","transporter","76","4","0","149","100.0","97.38562091503267","inf","1.7736464023806813e-56","1.971053246965651e-52","5.631580705616145e-54","1","1","0","1.0","1.0"
"group_7341","","Rieske 2Fe-2S domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_7337","","FAD-binding domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_6937","","C-deglycosylation enzyme beta subunit","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_6242","","Fumarylacetoacetate hydrolase family protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_6241","","Biphenyl-23-diol 12-dioxygenase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_4872","","Major facilitator superfamily (MFS) profile domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_4843","","Transmembrane protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_4076","","FMN reductase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_3692","","Hydroxypyruvate isomerase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_3626","","Kynurenine formamidase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_3235","","Nodulation protein d1","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2823","","Xylose isomerase-like TIM barrel domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2620","","Luciferase-like domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2478","","Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2375","","Major facilitator superfamily (MFS) profile domain-containing protein","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2199","","Carbohydrate porin","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_2027","","MFS transporter","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_1992","","Putative pyranose oxidase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"group_604","","Beta-glucosidase","75","3","1","150","98.68421052631578","98.0392156862745","3750.0","1.2885877881600525e-55","1.4320076089822663e-51","2.6518659425597524e-53","2","1","1","1.0","1.0"
"lysM",";lysM","hypothetical protein;LysM domain-containing protein","76","5","0","148","100.0","96.73202614379085","inf","2.8733071718567915e-55","3.1931062600844525e-51","5.701975464436523e-53","2","2","0","0.5","0.5"
"group_37","","Integrase catalytic domain-containing protein","76","5","0","148","100.0","96.73202614379085","inf","2.8733071718567915e-55","3.1931062600844525e-51","5.701975464436523e-53","1","1","0","1.0","1.0"
"group_8040","","hypothetical protein","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_6925","","ATP-dependent endonuclease","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_6924","","UvrD-helicase domain-containing protein","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_5578","","hypothetical protein","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_3924","","hypothetical protein","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_2053","","Restriction endonuclease type IV Mrr domain-containing protein","74","2","2","151","97.36842105263158","98.69281045751634","2793.5","3.7177324434823616e-55","4.1315160644419486e-51","6.663735587809594e-53","2","1","1","1.0","1.0"
"group_4596","","polysaccharide pyruvyl transferase family protein","75","4","1","149","98.68421052631578","97.38562091503267","2793.75","2.528332946593428e-54","2.8097364035492765e-50","4.45989905325282e-52","1","1","1","1.0","1.0"
"group_6781","","DUF4431 domain-containing protein","76","6","0","147","100.0","96.07843137254902","inf","3.926853134870487e-54","4.363911888781572e-50","6.818612326221206e-52","1","1","0","1.0","1.0"
"group_10392","","hypothetical protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_9876","","SIR2-like domain-containing protein;hypothetical protein;AAA domain-containing protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_8143","","MrfA-like Zn-binding domain-containing protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_6432","","DUF4231 domain-containing protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_4470","","Integrase catalytic domain-containing protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_4290","","DUF4760 domain-containing protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_3749","","Phospholipase D","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_2724","","Phage protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_1508","","Helicase;hypothetical protein","73","2","3","151","96.05263157894737","98.69281045751634","1837.1666666666667","1.8585532044057587e-53","2.0654101760561196e-49","2.8293290082960545e-51","3","1","2","1.0","1.0"
"group_5009","","hypothetical protein","72","1","4","152","94.73684210526315","99.34640522875817","2736.0","1.9440680027458517e-53","2.160442771451465e-49","2.919517258718196e-51","2","2","1","0.5","1.0"
"group_9374","","hypothetical protein","74","4","2","149","97.36842105263158","97.38562091503267","1378.25","1.8128915844603876e-52","2.0146664178108286e-48","2.5829056638600366e-50","2","1","1","1.0","1.0"
"group_7184","","DUF4253 domain-containing protein","74","4","2","149","97.36842105263158","97.38562091503267","1378.25","1.8128915844603876e-52","2.0146664178108286e-48","2.5829056638600366e-50","2","1","1","1.0","1.0"
"group_1759","","hypothetical protein","74","4","2","149","97.36842105263158","97.38562091503267","1378.25","1.8128915844603876e-52","2.0146664178108286e-48","2.5829056638600366e-50","2","1","1","1.0","1.0"
"group_1742","","HD/PDEase domain-containing protein","74","4","2","149","97.36842105263158","97.38562091503267","1378.25","1.8128915844603876e-52","2.0146664178108286e-48","2.5829056638600366e-50","2","1","1","1.0","1.0"
"group_7698","","Transcriptional regulator AbiEi antitoxin N-terminal domain-containing protein","0","145","76","8","0.0","5.228758169934641","0.0","4.888932152913451e-52","5.433070301532718e-48","6.625695489674046e-50","1","0","1","1.0","1.0"
"group_5519","","Nucleotidyl transferase AbiEii toxin Type IV TA system","0","145","76","8","0.0","5.228758169934641","0.0","4.888932152913451e-52","5.433070301532718e-48","6.625695489674046e-50","1","0","1","1.0","1.0"
"group_9596","","Integrating conjugative element protein PilL PFGI-1 class","76","8","0","145","100.0","94.77124183006535","inf","4.888932152913451e-52","5.433070301532718e-48","6.625695489674046e-50","1","1","0","1.0","1.0"
"group_380","","hypothetical protein","76","8","0","145","100.0","94.77124183006535","inf","4.888932152913451e-52","5.433070301532718e-48","6.625695489674046e-50","1","1","0","1.0","1.0"
"group_9789","","Helix-turn-helix","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_8916","","Helicase;hypothetical protein","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_6418","","Reverse transcriptase domain-containing protein","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_3671","","HNH nuclease domain-containing protein","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_2717","","DNA (cytosine-5-)-methyltransferase","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_793","","hypothetical protein","72","2","4","151","94.73684210526315","98.69281045751634","1359.0","7.011157867984141e-52","7.791499738690776e-48","8.853976975784973e-50","3","1","2","1.0","1.0"
"group_8969","","ParB/Sulfiredoxin domain-containing protein;hypothetical protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_5680","","Fimbrial protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_5677","","hypothetical protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_5174","","Tyrosine-type recombinase/integrase","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_4175","","Fimbrial chaperone protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_3088","","Integrating conjugative element protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_3021","","Fimbrial adhesin","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_2135","","Integrating conjugative element protein","73","4","3","149","96.05263157894737","97.38562091503267","906.4166666666666","8.717500543620137e-51","9.687758354125058e-47","1.0091414952213602e-48","3","1","2","1.0","1.0"
"group_6044","","hypothetical protein","75","8","1","145","98.68421052631578","94.77124183006535","1359.375","6.462702693565764e-50","7.182001503359634e-46","7.182001503359633e-48","2","1","1","1.0","1.0"
"group_6013","","hypothetical protein","75","8","1","145","98.68421052631578","94.77124183006535","1359.375","6.462702693565764e-50","7.182001503359634e-46","7.182001503359633e-48","2","1","1","1.0","1.0"
"group_512","","hypothetical protein","75","8","1","145","98.68421052631578","94.77124183006535","1359.375","6.462702693565764e-50","7.182001503359634e-46","7.182001503359633e-48","2","1","1","1.0","1.0"
"group_75","","hypothetical protein","75","8","1","145","98.68421052631578","94.77124183006535","1359.375","6.462702693565764e-50","7.182001503359634e-46","7.182001503359633e-48","2","1","1","1.0","1.0"
"group_10120","","TIGR03751 family conjugal transfer lipoprotein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_10105","","hypothetical protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_10014","","TIGR03759 family integrating conjugative element protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_10011","","IraD/Gp25-like domain-containing protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_9636","","TIGR03758 family integrating conjugative element protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_9574","parB","Chromosome partitioning protein ParB","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_9438","","TIGR03750 family conjugal transfer protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_9288","","DUF3577 domain-containing protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_7959","","TIGR03745 family integrating conjugative element membrane protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_6243","","TIGR03752 family integrating conjugative element protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_6190","","16 kDa heat shock protein B","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_6147","","DNA topoisomerase","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_5778","","Serine/threonine protein kinase","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"pilL","pilL","Pilus assembly protein PilL","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_5457","","hypothetical protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_1924","","hypothetical protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_701","","hypothetical protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_484","traC","Conjugal transfer ATP-binding protein TraC","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_478","","TIGR03761 family integrating conjugative element protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_467","","Conjugative coupling factor TraD PFGI-1 class","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_452","","Transglycosylase SLT domain protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_372","","DUF2857 domain-containing protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_74","","hypothetical protein","72","4","4","149","94.73684210526315","97.38562091503267","670.5","3.1624283018613042e-49","3.514406571858467e-45","2.857241115332087e-47","3","1","3","0.25","1.0"
"group_1515","","hypothetical protein","75","9","1","144","98.68421052631578","94.11764705882352","1200.0","5.991114746053473e-49","6.657925817289225e-45","5.369295013942923e-47","2","1","1","1.0","1.0"
"vipA_tssB","vipA;tssB","type VI secretion system contractile sheath small subunit VipA","75","10","1","143","98.68421052631578","93.4640522875817","1072.5","5.0578175980621015e-48","5.620752696726414e-44","4.496602157381131e-46","2","1","1","1.0","1.0"
"group_10034","","DUF4400 domain-containing protein","71","4","5","149","93.42105263157895","97.38562091503267","528.95","9.231240281085899e-48","1.025867732437076e-43","8.014591659664656e-46","3","1","3","0.25","1.0"
"group_4311","","TIGR03746 family integrating conjugative element protein","71","4","5","149","93.42105263157895","97.38562091503267","528.95","9.231240281085899e-48","1.025867732437076e-43","8.014591659664656e-46","3","1","3","0.25","1.0"
"group_3727","","hypothetical protein","71","4","5","149","93.42105263157895","97.38562091503267","528.95","9.231240281085899e-48","1.025867732437076e-43","8.014591659664656e-46","3","1","3","0.25","1.0"
"wbuB","wbuB;","glycosyltransferase WbuB;Putative glycosyl transferase","76","13","0","140","100.0","91.50326797385621","inf","1.5767524907959068e-47","1.7522450430214912e-43","1.347880802324224e-45","1","1","0","1.0","1.0"
"group_25","","GDP-mannose mannosyl hydrolase","76","13","0","140","100.0","91.50326797385621","inf","1.5767524907959068e-47","1.7522450430214912e-43","1.347880802324224e-45","1","1","0","1.0","1.0"
"group_6868","","AAA family ATPase","71","6","5","147","93.42105263157895","96.07843137254902","347.9","1.686932762747932e-45","1.874688379241777e-41","1.4202184691225582e-43","3","1","2","1.0","1.0"
"group_6595","","Enterobactin C-glucosyltransferase","71","6","5","147","93.42105263157895","96.07843137254902","347.9","1.686932762747932e-45","1.874688379241777e-41","1.4202184691225582e-43","3","1","2","1.0","1.0"
"gmd","gmd;","GDP-mannose 46-dehydratase","76","16","0","137","100.0","89.54248366013073","inf","3.535867460609998e-45","3.929409508975891e-41","2.9323951559521576e-43","1","1","0","1.0","1.0"
"group_1688","","GDP-L-fucose synthase","76","16","0","137","100.0","89.54248366013073","inf","3.535867460609998e-45","3.929409508975891e-41","2.9323951559521576e-43","1","1","0","1.0","1.0"
"group_8560","","CRISPR-associated endonuclease/helicase Cas3","75","14","1","139","98.68421052631578","90.84967320261438","744.6428571428571","1.1999086454956712e-44","1.3334584777393394e-40","9.877470205476589e-43","2","1","1","1.0","1.0"
"group_4177","","hypothetical protein","70","6","6","147","92.10526315789474","96.07843137254902","285.8333333333333","3.968909245001714e-44","4.4106488439704045e-40","3.1961223507031914e-42","3","1","3","0.25","1.0"
"iroD","iroD","IroD","70","6","6","147","92.10526315789474","96.07843137254902","285.8333333333333","3.968909245001714e-44","4.4106488439704045e-40","3.1961223507031914e-42","3","1","3","0.25","1.0"
"group_1667","","hypothetical protein","70","6","6","147","92.10526315789474","96.07843137254902","285.8333333333333","3.968909245001714e-44","4.4106488439704045e-40","3.1961223507031914e-42","3","1","3","0.25","1.0"
"group_5001","","Bacteriophage T5 Orf172 DNA-binding domain-containing protein","76","18","0","135","100.0","88.23529411764706","inf","1.0101488019821038e-43","1.1225783636427119e-39","8.076103335559079e-42","1","1","0","1.0","1.0"
"group_560","","CRISPR-associated protein Cse2","74","13","2","140","97.36842105263158","91.50326797385621","398.46153846153845","1.1516242645220789e-43","1.2798000451633862e-39","9.141428894024187e-42","3","1","2","1.0","1.0"
