"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_2221","","Histidine-type phosphatase","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_2185","","Putative short-chain fatty acid transporter","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_2177","","ABC transporter domain-containing protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"atoC","atoC","Regulatory protein AtoC","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_2072","","Cytochrome BD2 subunit I","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_2061","","Capsule repeat unit export","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"recA","recA;","Recombinase RecA;RecA/RadA recombinase","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1846","","ATP-dependent Clp protease proteolytic subunit;Mu-like prophage major head subunit gpT family protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1827","","Phage portal protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"gndA","gndA;","NADP-dependent phosphogluconate dehydrogenase;hypothetical protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1801","","hypothetical protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1775","","Primosomal replication protein PriB/PriC domain protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1744","","Terminase large subunit","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1740","","DUF1441 domain-containing protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1200","","hypothetical protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1179","","hypothetical protein;Putative lytic transglycosylase catalytic;peptidoglycan lytic exotransglycosylase","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_1134","","Antiterminator","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_954","","Bro-N domain-containing protein;BRO family protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"rfbN","rfbN","O antigen biosynthesis rhamnosyltransferase rfbN","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_769","","hypothetical protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_741","","Phage holin","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_727","","Fimbrial chaperone","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_552","","hypothetical protein;DUF6396 domain-containing protein;Lipoprotein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_538","","Tail fiber protein;hypothetical protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_446","","Fimbrial protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_315","","Transcriptional regulator","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_175","","Morphogenetic protein","0","15","76","138","0.0","90.19607843137256","0.0","0.003074177680395863","1.0","0.014618458092528552","1","0","1","1.0","1.0"
"group_286","","hypothetical protein","64","147","12","6","84.21052631578947","3.9215686274509802","0.21768707482993196","0.00310946496815976","1.0","0.014773614446840281","3","1","2","1.0","1.0"
"group_1008","","hypothetical protein","12","6","64","147","15.789473684210526","96.07843137254902","4.59375","0.00310946496815976","1.0","0.014773614446840281","3","2","2","1.0","1.0"
"group_8585","","Inner membrane protein","3","27","73","126","3.9473684210526314","82.35294117647058","0.1917808219178082","0.0031769387636065077","1.0","0.015081298795369125","3","3","1","0.25","1.0"
"group_1164","","hypothetical protein;DNA polymerase III subunit theta","3","27","73","126","3.9473684210526314","82.35294117647058","0.1917808219178082","0.0031769387636065077","1.0","0.015081298795369125","3","3","1","0.25","1.0"
"group_967","","DUF2474 domain-containing protein;hypothetical protein","2","24","74","129","2.631578947368421","84.31372549019608","0.14527027027027026","0.0032257168248143618","1.0","0.015306315573937662","2","1","1","1.0","1.0"
"ydfA","ydfA","YdfA protein","2","23","74","130","2.631578947368421","84.9673202614379","0.15276145710928318","0.003239276171207615","1.0","0.015357540994296173","3","2","1","1.0","1.0"
"group_2874","","Dihydropteroate synthase type-1","2","23","74","130","2.631578947368421","84.9673202614379","0.15276145710928318","0.003239276171207615","1.0","0.015357540994296173","3","2","1","1.0","1.0"
"group_10535","","6-carboxy-5678-tetrahydropterin synthase;hypothetical protein","5","0","71","153","6.578947368421052","100.0","inf","0.0036785341157313228","1.0","0.017425212970214064","2","2","0","0.5","0.5"
"group_8594","","hypothetical protein","5","0","71","153","6.578947368421052","100.0","inf","0.0036785341157313228","1.0","0.017425212970214064","3","3","0","0.25","0.25"
"group_1392","","Phage protein","23","21","53","132","30.263157894736842","86.27450980392157","2.7277628032345014","0.004129208871196293","1.0","0.01955172483408794","3","3","1","0.25","1.0"
"group_10296","","DUF1482 domain-containing protein","20","17","56","136","26.31578947368421","88.88888888888889","2.857142857142857","0.004332633733048008","1.0","0.02049747070045233","3","3","1","0.25","1.0"
"group_1424","","Holin","20","17","56","136","26.31578947368421","88.88888888888889","2.857142857142857","0.004332633733048008","1.0","0.02049747070045233","3","2","1","1.0","1.0"
"group_10284","","Multidrug resistance protein B;hypothetical protein","75","135","1","18","98.68421052631578","11.76470588235294","10.0","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_7212","","Hemolysin D","75","135","1","18","98.68421052631578","11.76470588235294","10.0","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_9490","","MPN domain-containing protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_9412","","DUF4942 domain-containing protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_9036","","Tunicamycin resistance protein;hypothetical protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_8991","","XRE family transcriptional regulator","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_8686","","ISL3 Transposase","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"yagA","yagA","YagA protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_6593","","DUF1380 domain-containing protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_6289","","Hemolysin expression modulating protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"intI1","intI1","class 1 integron integrase IntI1","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"fecI","fecI","RNA polymerase sigma factor FecI","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1705","","DUF1795 domain-containing protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1631","","type II site-specific deoxyribonuclease;Type II restriction enzyme EcoRII","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","1","1","1","1.0","1.0"
"group_1620","","Type II methyltransferase M-EcoRII","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","1","1","1","1.0","1.0"
"group_1539","","Holin","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1197","traU","Protein TraU;Conjugal transfer pilus assembly protein TraU","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1011","traG","Conjugal transfer mating pair stabilization protein TraG","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_277","","hypothetical protein;Inner membrane protein","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_189","","Integrase","1","18","75","135","1.3157894736842104","88.23529411764706","0.1","0.004832098765087653","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_955","","TMhelix containing protein","4","29","72","124","5.263157894736842","81.04575163398692","0.23754789272030652","0.004845623374730991","1.0","0.022665367915642907","3","3","1","0.25","1.0"
"group_9980","","Resolvase","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_9683","","Aminoglycoside (3'') (9) adenylyltransferase","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_8245","","hypothetical protein","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"aac3IId","aac(3)-IId","aminoglycoside N-acetyltransferase AAC(3)-IId","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1538","","hypothetical protein;Phage protein;Ead/Ea22-like family protein","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","2","1","1","1.0","1.0"
"group_1367","","Arc-like DNA binding domain-containing protein","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","1","1","1","1.0","1.0"
"group_1228","","Bro-N domain-containing protein;Antirepressor protein C-terminal domain-containing protein","1","19","75","134","1.3157894736842104","87.58169934640523","0.09403508771929825","0.004847978001933159","1.0","0.022665367915642907","1","1","1","1.0","1.0"
"group_1581","","PAS domain-containing methyl-accepting chemotaxis protein;Aerotaxis sensor receptor protein;Methyl-accepting chemotaxis protein","3","26","73","127","3.9473684210526314","83.00653594771242","0.20073761854583771","0.0052820770578981165","1.0","0.024684492154929252","3","3","1","0.25","1.0"
"strB","strB","StrB","2","22","74","131","2.631578947368421","85.62091503267973","0.16093366093366093","0.005316968295601161","1.0","0.02481624051617627","3","2","1","1.0","1.0"
"group_6667","traW","TraW protein","2","22","74","131","2.631578947368421","85.62091503267973","0.16093366093366093","0.005316968295601161","1.0","0.02481624051617627","3","2","1","1.0","1.0"
"group_956","yfiB","YfiB","2","22","74","131","2.631578947368421","85.62091503267973","0.16093366093366093","0.005316968295601161","1.0","0.02481624051617627","3","2","1","1.0","1.0"
"group_10486","traG;","Conjugal transfer mating pair stabilization protein TraG;hypothetical protein","3","25","73","128","3.9473684210526314","83.66013071895425","0.2104109589041096","0.005486992964428708","1.0","0.024821434267993058","3","3","1","0.25","1.0"
"group_1708","","ParB/RepB/Spo0J family partition protein","3","25","73","128","3.9473684210526314","83.66013071895425","0.2104109589041096","0.005486992964428708","1.0","0.024821434267993058","3","3","1","0.25","1.0"
"attM","attM;","N-acyl homoserine lactonase AttM;hypothetical protein","76","140","0","13","100.0","8.49673202614379","inf","0.005592807649334529","1.0","0.024821434267993058","1","1","0","1.0","1.0"
"group_11898","fosA","Glutathione transferase fosA","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_11897","","FidL-like membrane protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_11896","","Stationary phase growth adaptation protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_10605","","Phage head morphogenesis domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_10207","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"yubE","yubE","Uncharacterized protein YubE","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_10054","ydiV;","Anti-FlhC(2)FlhD(4) factor YdiV;DUF3330 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9774","","DUF905 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9573","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9515","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9389","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9327","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9326","","Phage virion morphogenesis protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9315","","Bacteriophage Mu Gp45 N-terminal domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9264","","hypothetical protein;Integron gene cassette protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9259","","DUF4054 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9194","","Phage tail collar domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9186","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9179","","Homeodomain-like domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_9121","","histidine kinase;hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8973","","Transposase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8762","","DUF935 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8761","","Mu-like prophage FluMu protein gp27","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8684","","Lipoprotein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8665","lysR","LysR family transcriptional regulator","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8625","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8565","arsR","ArsR family transcriptional regulator","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8304","","Wzy","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_8273","","DUF2730 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7906","","Theronine dehydrogenase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7896","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7694","","DUF616 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7407","","Cupin type-2 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7378","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_7277","","Colicin V","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6930","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6823","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6729","","DUF1380 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6717","tnp","IS3 family ISEc52 transposase ORF A","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6712","","Terminase large subunit-like endonuclease domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"samA","samA","Protein SamA","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6668","","DUF3592 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6603","psiB","PsiB","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6495","","Mu-like prophage FluMu protein gp36","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6377","","IS91-like element ISVsa3 family transposase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6376","","Phage protein GP46","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6177","","Polymerase nucleotidyl transferase domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_6092","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5791","","Single-stranded DNA-binding protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5567","","Polyketide cyclase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5507","","HNH endonuclease","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5497","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5488","","Oligosaccharide repeat unit polymerase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5345","","Alpha/beta fold hydrolase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_5035","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4940","","DUF2313 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4753","","Holin of 3TMs for gene-transfer release","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4708","","DUF2913 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4664","","Sulfate transporter","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4644","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4547","","Resolvase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4420","","Malonyl-[acyl-carrier protein] O-methyltransferase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4400","","DUF551 domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4359","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4307","","ParB/RepB/Spo0J family partition protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4269","traV","TraV protein;Type IV conjugative transfer system lipoprotein TraV","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4251","","Abasic site processing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4208","","Methyltransferase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4058","","Fimbrial protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"cheY","cheY","Chemotaxis protein CheY","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_4012","","Efflux RND transporter periplasmic adaptor subunit","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3940","","Integrase catalytic domain-containing protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3917","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3868","","Middle operon regulator","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3838","tnp","IS110 family IS5075 transposase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3743","","Phage protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"yubG","yubG","Uncharacterized protein YubG","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3661","","MipA/OmpV family protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3419","","Glycosyl transferase group 2 family protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3412","","ARA1 protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3215","lysR","DNA-binding transcriptional regulator LysR family","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3155","","hypothetical protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"araC","araC","AraC family transcriptional regulator","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3057","","Mu B transposition protein C terminal","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_3046","tnp","ISNCY family ISCfr3 transposase","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_2981","","Partitioning protein B","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_2666","","Phage baseplate protein","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
"group_2265","umuC","Translesion error-prone DNA polymerase V subunit UmuC","0","13","76","140","0.0","91.50326797385621","0.0","0.005592807649334529","1.0","0.024821434267993058","1","0","1","1.0","1.0"
